ADVERSARY_NAME,apt32,apt28,turla,lazarus-group,oilrig,apt41,gamaredon-group,dragonfly-2.0,unc2452,tropic-trooper,threat-group-3390,wizard-spider,fin6,sandworm-team,frankenstein,apt3,menupass,rocke,muddywater,bronze-butler,apt39,apt37,soft-cell,patchwork,ke3chang,silence,stealth-falcon,magic-hound,honeybee,inception,cobalt-group,apt38,leviathan,darkhotel,blue-mockingbird,apt33,apt19,kimsuky,fin8,darkvishnya,chimera,apt1,admin@338,leafminer,fin7,fin5,apt18,sowbug,platinum,night-dragon,molerats,elderwood,dark-caracal,apt29,whitefly,ta505,poseidon-group,gorgon-group,gold-southfield,temp.veles,suckfly,sharpshooter,fin10,dust-storm,deep-panda,axiom,apt-c-36,winnti-group,windshift,wirte,the-white-company,stolen-pencil,rtm,machete,group5,dragonfly,darkhydrus,carbanak,blacktech,thrip,threat-group-1314,ta459,rancor,putter-panda,pittytiger,promethium,naikon,mofang,gallmaker,fin4,equation,blackoasis,apt17,apt12,taidoor,strider,silverterrier,scarlet-mimic,orangeworm,neodymium,moafee,monsoon,lotus-blossom,gcman,dragonok,copykittens,cleaver,charming-kitten,apt34,apt30,apt16
apt32,-,27%,48%,58%,45%,55%,38%,60%,37%,53%,63%,63%,44%,53%,60%,60%,64%,43%,64%,43%,50%,54%,67%,75%,67%,64%,70%,70%,60%,44%,67%,44%,63%,50%,50%,63%,88%,57%,86%,43%,43%,43%,83%,83%,67%,33%,67%,80%,80%,20%,60%,80%,60%,60%,100%,50%,50%,50%,0%,33%,67%,67%,67%,67%,67%,33%,100%,0%,100%,50%,50%,0%,50%,50%,50%,50%,0%,0%,50%,0%,100%,100%,100%,100%,0%,100%,100%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt28,27%,-,32%,29%,32%,32%,48%,35%,42%,47%,47%,19%,38%,40%,60%,33%,50%,43%,50%,43%,43%,46%,42%,58%,33%,36%,20%,50%,60%,67%,44%,22%,75%,50%,25%,75%,25%,29%,57%,14%,43%,43%,33%,33%,50%,33%,67%,40%,40%,60%,80%,60%,80%,60%,75%,50%,50%,50%,50%,33%,67%,33%,33%,100%,33%,67%,67%,100%,0%,100%,50%,50%,0%,100%,100%,0%,50%,50%,100%,0%,0%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
turla,46%,31%,-,46%,55%,36%,48%,40%,47%,47%,53%,38%,31%,47%,47%,60%,50%,43%,57%,57%,36%,69%,50%,58%,67%,55%,60%,60%,80%,56%,33%,56%,38%,75%,50%,38%,75%,57%,57%,14%,43%,71%,83%,83%,33%,33%,67%,40%,60%,20%,80%,60%,80%,20%,50%,50%,75%,100%,0%,0%,0%,100%,33%,100%,67%,0%,67%,50%,50%,100%,50%,0%,50%,100%,50%,50%,0%,0%,0%,0%,0%,0%,100%,100%,0%,100%,100%,100%,100%,0%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
lazarus-group,54%,27%,44%,-,41%,45%,38%,50%,37%,42%,47%,50%,25%,53%,67%,67%,43%,43%,71%,43%,21%,69%,58%,83%,58%,36%,80%,80%,70%,67%,33%,67%,50%,63%,63%,50%,75%,57%,57%,14%,43%,43%,67%,50%,50%,0%,67%,40%,40%,20%,60%,80%,80%,60%,50%,50%,25%,50%,0%,33%,0%,33%,33%,100%,67%,0%,100%,50%,50%,50%,100%,0%,50%,50%,50%,50%,0%,0%,50%,0%,0%,100%,100%,100%,0%,100%,100%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
oilrig,38%,27%,48%,38%,-,45%,33%,40%,42%,53%,58%,44%,50%,47%,60%,47%,57%,43%,71%,29%,57%,38%,67%,42%,58%,36%,80%,70%,40%,33%,44%,33%,63%,63%,38%,50%,75%,14%,57%,29%,71%,71%,67%,50%,67%,83%,83%,20%,20%,60%,100%,40%,40%,40%,75%,50%,75%,50%,25%,67%,67%,33%,67%,33%,67%,0%,67%,50%,0%,100%,0%,0%,0%,50%,100%,0%,0%,50%,0%,0%,0%,0%,100%,100%,100%,0%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt41,46%,27%,32%,42%,45%,-,24%,40%,32%,47%,53%,50%,25%,47%,40%,47%,50%,43%,57%,21%,43%,38%,75%,58%,33%,45%,30%,50%,40%,33%,56%,44%,75%,25%,75%,50%,50%,29%,71%,29%,71%,43%,67%,50%,33%,33%,83%,40%,40%,80%,40%,60%,40%,80%,50%,75%,25%,50%,50%,67%,67%,67%,67%,67%,33%,33%,67%,50%,0%,50%,50%,0%,0%,50%,50%,0%,0%,50%,100%,0%,0%,100%,100%,100%,100%,0%,100%,100%,100%,100%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gamaredon-group,31%,38%,40%,33%,32%,23%,-,35%,32%,53%,32%,31%,25%,33%,67%,47%,36%,36%,57%,50%,29%,54%,42%,67%,33%,45%,40%,60%,70%,67%,22%,22%,38%,50%,38%,25%,63%,57%,43%,0%,57%,29%,33%,33%,50%,17%,67%,60%,20%,20%,60%,40%,80%,20%,50%,50%,0%,100%,0%,0%,0%,67%,33%,100%,0%,0%,67%,0%,0%,100%,0%,0%,0%,100%,100%,0%,50%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
dragonfly-2.0,46%,27%,32%,42%,36%,36%,33%,-,32%,32%,47%,44%,31%,33%,33%,47%,50%,21%,36%,50%,57%,31%,58%,58%,58%,45%,50%,60%,40%,33%,11%,33%,25%,25%,13%,25%,63%,29%,57%,14%,43%,43%,33%,50%,50%,67%,67%,40%,40%,40%,40%,40%,80%,0%,50%,25%,0%,50%,25%,67%,33%,33%,67%,67%,33%,0%,33%,0%,100%,50%,0%,0%,50%,0%,50%,50%,100%,50%,0%,0%,0%,0%,100%,0%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
unc2452,27%,31%,36%,29%,36%,27%,29%,30%,-,32%,37%,38%,38%,40%,47%,53%,57%,50%,57%,43%,43%,38%,58%,42%,42%,36%,50%,50%,60%,56%,22%,22%,63%,50%,50%,50%,38%,43%,71%,0%,57%,29%,33%,67%,33%,33%,83%,40%,20%,60%,80%,40%,60%,60%,50%,75%,25%,50%,25%,33%,33%,33%,33%,100%,100%,33%,67%,50%,50%,100%,0%,0%,0%,50%,50%,0%,0%,50%,50%,0%,0%,0%,100%,100%,100%,0%,0%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
tropic-trooper,38%,35%,36%,33%,45%,41%,48%,30%,32%,-,42%,31%,19%,40%,73%,53%,43%,43%,64%,36%,29%,54%,42%,58%,42%,27%,40%,70%,60%,78%,44%,33%,50%,75%,25%,38%,63%,29%,29%,29%,43%,71%,83%,50%,33%,17%,67%,60%,20%,20%,80%,60%,40%,40%,50%,50%,50%,75%,0%,0%,33%,67%,33%,67%,33%,0%,67%,50%,0%,100%,50%,0%,0%,50%,50%,0%,50%,0%,50%,0%,0%,100%,100%,100%,0%,0%,100%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
threat-group-3390,46%,35%,40%,38%,50%,45%,29%,45%,37%,42%,-,50%,50%,53%,53%,40%,71%,36%,43%,43%,36%,38%,75%,58%,42%,45%,40%,30%,40%,33%,56%,44%,75%,50%,38%,63%,63%,14%,100%,14%,71%,57%,50%,67%,33%,67%,67%,0%,60%,60%,60%,80%,60%,60%,75%,50%,25%,75%,25%,67%,67%,33%,33%,67%,67%,0%,67%,0%,50%,100%,50%,0%,50%,50%,50%,50%,0%,50%,50%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
wizard-spider,38%,12%,24%,33%,32%,36%,24%,35%,32%,26%,42%,-,25%,47%,40%,40%,36%,21%,43%,7%,29%,23%,67%,33%,42%,36%,50%,40%,30%,22%,11%,11%,38%,38%,50%,25%,63%,29%,71%,14%,57%,29%,33%,33%,17%,50%,67%,40%,0%,60%,20%,20%,20%,40%,25%,25%,0%,25%,25%,67%,33%,0%,100%,33%,67%,0%,33%,0%,0%,0%,0%,0%,0%,50%,50%,0%,0%,50%,0%,0%,0%,0%,0%,100%,100%,0%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin6,27%,23%,20%,17%,36%,18%,19%,25%,32%,16%,42%,25%,-,20%,27%,27%,50%,29%,21%,14%,43%,15%,42%,33%,33%,27%,40%,10%,30%,33%,44%,0%,38%,13%,38%,50%,25%,14%,71%,14%,57%,29%,0%,67%,33%,67%,33%,0%,40%,40%,40%,20%,40%,60%,75%,25%,0%,0%,0%,33%,67%,0%,33%,67%,67%,0%,33%,0%,0%,0%,0%,0%,0%,50%,50%,0%,0%,50%,0%,0%,0%,0%,0%,100%,100%,0%,0%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
sandworm-team,31%,23%,28%,33%,32%,32%,24%,25%,32%,32%,42%,44%,19%,-,47%,40%,43%,43%,50%,29%,21%,31%,58%,33%,42%,45%,30%,50%,30%,33%,44%,22%,63%,50%,38%,75%,50%,43%,57%,43%,57%,14%,50%,33%,50%,50%,83%,20%,20%,80%,60%,60%,20%,40%,50%,50%,0%,50%,25%,100%,33%,33%,33%,33%,33%,0%,100%,0%,0%,100%,50%,50%,50%,50%,50%,0%,0%,100%,50%,100%,0%,100%,100%,100%,100%,0%,100%,100%,100%,100%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
frankenstein,35%,35%,28%,42%,41%,27%,48%,25%,37%,58%,42%,38%,25%,47%,-,53%,43%,36%,71%,29%,29%,54%,58%,58%,42%,18%,70%,60%,60%,67%,33%,22%,75%,63%,38%,38%,63%,43%,43%,0%,43%,57%,50%,17%,33%,17%,50%,40%,20%,20%,80%,60%,40%,60%,50%,50%,50%,50%,0%,0%,33%,33%,33%,67%,67%,33%,67%,50%,0%,100%,50%,0%,0%,50%,50%,0%,50%,0%,50%,0%,0%,100%,100%,100%,0%,0%,100%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt3,35%,19%,36%,42%,32%,32%,33%,35%,42%,42%,32%,38%,25%,40%,53%,-,43%,36%,64%,29%,29%,46%,67%,50%,67%,27%,60%,70%,50%,56%,22%,33%,25%,50%,25%,25%,50%,57%,43%,0%,29%,57%,67%,50%,33%,17%,67%,40%,40%,20%,60%,40%,60%,40%,50%,75%,50%,25%,0%,0%,0%,33%,33%,100%,67%,0%,67%,50%,0%,50%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
menupass,35%,27%,28%,25%,36%,32%,24%,35%,42%,32%,53%,31%,44%,40%,40%,40%,-,36%,36%,43%,36%,23%,67%,33%,42%,36%,30%,30%,40%,22%,33%,22%,63%,38%,25%,38%,38%,14%,71%,14%,57%,43%,33%,50%,33%,33%,50%,20%,20%,40%,60%,40%,40%,40%,50%,50%,25%,50%,25%,33%,67%,33%,33%,67%,67%,0%,67%,0%,50%,100%,0%,0%,0%,50%,50%,0%,0%,50%,0%,0%,0%,0%,100%,100%,100%,0%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
rocke,23%,23%,24%,25%,27%,27%,24%,15%,37%,32%,26%,19%,25%,40%,33%,33%,36%,-,36%,21%,29%,31%,33%,25%,25%,36%,20%,60%,40%,44%,33%,22%,38%,50%,50%,38%,38%,14%,43%,29%,43%,14%,17%,50%,50%,17%,50%,20%,20%,40%,80%,40%,20%,40%,50%,50%,25%,50%,25%,33%,33%,33%,0%,33%,67%,33%,100%,100%,0%,100%,0%,0%,0%,50%,50%,0%,0%,0%,50%,0%,0%,0%,100%,100%,0%,0%,0%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
muddywater,35%,27%,32%,42%,45%,36%,38%,25%,42%,47%,32%,38%,19%,47%,67%,60%,36%,36%,-,36%,29%,46%,50%,50%,42%,27%,70%,80%,50%,56%,33%,22%,63%,63%,38%,50%,63%,43%,43%,0%,43%,29%,67%,50%,50%,0%,67%,40%,20%,20%,80%,60%,60%,60%,50%,50%,25%,50%,0%,0%,0%,33%,33%,67%,67%,0%,67%,50%,0%,100%,50%,0%,0%,50%,100%,0%,0%,0%,50%,0%,0%,100%,100%,100%,0%,0%,100%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
bronze-butler,23%,23%,32%,25%,18%,14%,33%,35%,32%,26%,32%,6%,13%,27%,27%,27%,43%,21%,36%,-,29%,31%,25%,42%,33%,27%,10%,30%,30%,44%,22%,22%,38%,38%,0%,25%,25%,29%,29%,0%,14%,29%,50%,50%,33%,17%,33%,40%,40%,0%,40%,60%,80%,20%,25%,25%,25%,50%,0%,0%,0%,33%,0%,67%,33%,0%,33%,0%,100%,100%,100%,0%,50%,0%,50%,50%,0%,0%,50%,0%,0%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt39,27%,23%,20%,13%,36%,27%,19%,40%,32%,21%,26%,25%,38%,20%,27%,27%,36%,29%,29%,29%,-,23%,50%,25%,25%,36%,40%,30%,10%,11%,22%,22%,38%,0%,13%,38%,25%,14%,43%,43%,29%,29%,0%,50%,50%,67%,33%,40%,20%,40%,40%,20%,40%,20%,50%,25%,25%,25%,25%,33%,100%,33%,67%,33%,33%,67%,33%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,50%,50%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt37,27%,23%,36%,38%,23%,23%,33%,20%,26%,37%,26%,19%,13%,27%,47%,40%,21%,29%,43%,29%,21%,-,33%,58%,25%,36%,40%,50%,50%,56%,44%,44%,38%,50%,25%,38%,50%,43%,29%,0%,43%,29%,33%,33%,33%,0%,50%,20%,60%,20%,60%,80%,60%,40%,50%,50%,25%,50%,0%,0%,0%,100%,33%,67%,33%,0%,67%,50%,50%,50%,50%,0%,50%,50%,50%,50%,0%,0%,50%,0%,0%,100%,100%,100%,0%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
soft-cell,31%,19%,24%,29%,36%,41%,24%,35%,37%,26%,47%,50%,31%,47%,47%,53%,57%,29%,43%,21%,43%,31%,-,33%,50%,36%,50%,40%,20%,22%,22%,22%,50%,25%,38%,38%,38%,29%,71%,0%,71%,43%,33%,33%,33%,50%,67%,0%,20%,80%,40%,40%,40%,60%,50%,50%,25%,25%,50%,67%,33%,33%,67%,67%,67%,33%,67%,0%,0%,50%,0%,0%,0%,50%,50%,0%,0%,50%,50%,0%,0%,0%,100%,100%,100%,0%,100%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
patchwork,35%,27%,28%,42%,23%,32%,38%,35%,26%,37%,37%,25%,25%,27%,47%,40%,29%,21%,43%,36%,21%,54%,33%,-,33%,27%,30%,50%,60%,56%,33%,33%,50%,38%,38%,38%,63%,43%,43%,0%,29%,29%,50%,50%,33%,17%,67%,40%,40%,20%,40%,80%,80%,40%,50%,50%,0%,50%,0%,0%,0%,33%,33%,100%,0%,0%,67%,0%,50%,50%,50%,0%,50%,50%,50%,50%,0%,0%,50%,0%,0%,100%,100%,100%,0%,100%,0%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ke3chang,31%,15%,32%,29%,32%,18%,19%,35%,26%,26%,26%,31%,25%,33%,33%,53%,36%,21%,36%,29%,21%,23%,50%,33%,-,9%,60%,40%,50%,44%,0%,22%,0%,38%,13%,0%,38%,57%,14%,0%,14%,71%,83%,33%,17%,50%,50%,40%,0%,20%,40%,0%,40%,0%,25%,0%,75%,0%,25%,33%,0%,0%,0%,67%,67%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
silence,27%,15%,24%,17%,18%,23%,24%,25%,21%,16%,26%,25%,19%,33%,13%,20%,29%,29%,21%,21%,29%,31%,33%,25%,8%,-,0%,40%,30%,11%,33%,22%,38%,13%,25%,50%,25%,14%,71%,14%,57%,0%,0%,33%,83%,33%,50%,0%,40%,40%,40%,40%,40%,20%,50%,50%,0%,75%,0%,67%,33%,100%,33%,33%,33%,0%,100%,0%,0%,50%,0%,0%,0%,50%,100%,0%,0%,50%,0%,0%,100%,0%,100%,100%,100%,0%,0%,100%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
stealth-falcon,27%,8%,24%,33%,36%,14%,19%,25%,26%,21%,21%,31%,25%,20%,47%,40%,21%,14%,50%,7%,29%,31%,42%,25%,50%,0%,-,40%,30%,33%,0%,11%,13%,38%,25%,13%,50%,43%,14%,0%,14%,43%,33%,17%,17%,17%,17%,20%,0%,0%,40%,0%,20%,20%,25%,0%,25%,0%,0%,0%,0%,0%,33%,33%,67%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
magic-hound,27%,19%,24%,33%,32%,23%,29%,30%,26%,37%,16%,25%,6%,33%,40%,47%,21%,43%,57%,21%,21%,38%,33%,42%,33%,36%,40%,-,40%,44%,22%,22%,25%,50%,25%,38%,50%,29%,29%,14%,29%,29%,50%,33%,67%,0%,67%,40%,20%,20%,60%,40%,60%,20%,50%,50%,25%,25%,0%,33%,0%,33%,33%,67%,33%,0%,100%,50%,0%,50%,0%,0%,0%,50%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
honeybee,23%,23%,32%,29%,18%,18%,33%,20%,32%,32%,21%,19%,19%,20%,40%,33%,29%,29%,36%,21%,7%,38%,17%,50%,42%,27%,30%,40%,-,56%,22%,22%,25%,50%,38%,13%,50%,57%,29%,0%,14%,29%,33%,33%,17%,0%,50%,40%,20%,20%,60%,20%,60%,20%,25%,25%,25%,50%,0%,0%,0%,33%,0%,100%,33%,0%,33%,50%,0%,50%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
inception,15%,23%,20%,25%,14%,14%,29%,15%,26%,37%,16%,13%,19%,20%,40%,33%,14%,29%,36%,29%,7%,38%,17%,42%,33%,9%,30%,40%,50%,-,22%,11%,25%,38%,25%,25%,25%,43%,14%,0%,29%,29%,50%,33%,17%,0%,50%,40%,0%,20%,40%,40%,60%,40%,25%,25%,25%,0%,0%,0%,0%,0%,0%,100%,33%,0%,33%,50%,0%,0%,50%,0%,0%,50%,50%,0%,50%,0%,50%,0%,0%,100%,0%,100%,0%,0%,0%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
cobalt-group,23%,15%,12%,13%,18%,23%,10%,5%,11%,21%,26%,6%,25%,27%,20%,13%,21%,21%,21%,14%,14%,31%,17%,25%,0%,27%,0%,20%,20%,22%,-,11%,38%,13%,13%,50%,13%,29%,43%,29%,29%,0%,17%,33%,33%,0%,33%,0%,60%,40%,40%,60%,20%,40%,75%,50%,0%,25%,0%,0%,33%,67%,0%,33%,0%,0%,67%,0%,0%,50%,50%,0%,50%,50%,50%,0%,0%,50%,50%,100%,0%,100%,100%,100%,0%,0%,0%,100%,100%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt38,15%,8%,20%,25%,14%,18%,10%,15%,11%,16%,21%,6%,0%,13%,13%,20%,14%,14%,14%,14%,14%,31%,17%,25%,17%,18%,10%,20%,20%,11%,11%,-,13%,25%,13%,13%,25%,0%,29%,0%,14%,29%,17%,17%,17%,0%,17%,0%,40%,0%,40%,40%,20%,0%,25%,50%,50%,50%,0%,0%,0%,33%,0%,0%,33%,0%,33%,50%,50%,50%,0%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
leviathan,19%,23%,12%,17%,23%,27%,14%,10%,26%,21%,32%,19%,19%,33%,40%,13%,36%,21%,36%,21%,21%,23%,33%,33%,0%,27%,10%,20%,20%,22%,33%,11%,-,25%,25%,50%,25%,0%,57%,0%,57%,0%,17%,17%,33%,17%,50%,20%,20%,40%,60%,60%,20%,60%,50%,50%,25%,50%,0%,33%,67%,33%,33%,33%,33%,33%,67%,0%,0%,100%,50%,0%,0%,50%,50%,0%,0%,50%,50%,0%,0%,100%,100%,100%,100%,0%,0%,100%,100%,100%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
darkhotel,15%,15%,24%,21%,23%,9%,19%,10%,21%,32%,21%,19%,6%,27%,33%,27%,21%,29%,36%,21%,0%,31%,17%,25%,25%,9%,30%,40%,40%,33%,11%,22%,25%,-,25%,13%,63%,14%,14%,0%,14%,29%,33%,33%,17%,0%,33%,20%,20%,20%,60%,40%,40%,20%,25%,25%,25%,25%,0%,0%,0%,0%,0%,33%,33%,0%,33%,50%,50%,50%,0%,0%,50%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%,100%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
blue-mockingbird,15%,8%,16%,21%,14%,27%,14%,5%,21%,11%,16%,25%,19%,20%,20%,13%,14%,29%,21%,0%,7%,15%,25%,25%,8%,18%,20%,20%,30%,22%,11%,11%,25%,25%,-,13%,38%,14%,43%,0%,29%,0%,17%,17%,17%,0%,33%,20%,0%,40%,20%,20%,20%,60%,25%,25%,0%,25%,25%,0%,0%,0%,0%,33%,33%,33%,33%,0%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,50%,0%,0%,0%,0%,100%,0%,0%,0%,100%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt33,19%,23%,12%,17%,18%,18%,10%,10%,21%,16%,26%,13%,25%,40%,20%,13%,21%,21%,29%,14%,21%,23%,25%,25%,0%,36%,10%,30%,10%,22%,44%,11%,50%,13%,13%,-,13%,0%,57%,29%,43%,0%,17%,33%,50%,17%,50%,0%,40%,40%,40%,60%,20%,40%,75%,50%,0%,25%,0%,67%,33%,33%,33%,33%,0%,0%,100%,0%,0%,50%,50%,50%,0%,50%,50%,0%,0%,50%,50%,0%,0%,100%,100%,100%,100%,0%,0%,100%,100%,100%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
